customer_id,email,signup_date,gender,gender_clean,region,loyalty_tier,layalty_clean
C00345,tammy61@gmail.com,2024-08-13,FEMALE,Female,West,Gold,Gold
C00346,williamstone@hotmail.com,,Male,Male,,Gold,Gold
C00347,dbrooks@chapman.com,2025-01-09,Male,Male,East,Gold,Gold
C00348,robert11@thomas.com,2025-01-24,Female,Female,West,Gold,Gold
C00349,thomas77@yahoo.com,2024-08-01,Female,Female,East,Gold,Gold
C00350,patrickdarin@yahoo.com,2025-03-14,FEMALE,Female,North,Silver,Silver
C00351,sarahyang@thompson.info,2024-10-04,Female,Female,South, Gold ,Gold
C00352,jacobsandoval@yahoo.com,2024-07-17,Other,Other,West,Gold,Gold
C00353,yvargas@bush.com,2025-04-24,Other,Other,West, Gold ,Gold
C00354,lloydamanda@nguyen-ellis.com,2025-03-23,male,Male,Central,Silver,Silver
C00355,candice96@hotmail.com,2024-08-19,Female,Female,East,Silver,Silver
C00356,megan92@hotmail.com,2025-04-06,Female,Female,South, Gold ,Gold
C00357,powerslawrence@gmail.com,2024-11-01,Male,Male,Central,Silver,Silver
C00358,nathanielthomas@barnes-taylor.biz,2024-12-17,FEMALE,Female,West,Gold,Gold
C00359,sreid@arias.com,2024-08-29,male,Male,West,Gold,Gold
C00360,megan90@crane-washington.com,2025-05-18,Other,Other,East,Silver,Silver
C00361,fortiz@yahoo.com,2025-04-07,Female,Female,West,bronze,Bronze
C00362,kjackson@gmail.com,2025-05-11,Male,Male,East, Gold ,Gold
C00363,antonio38@jackson-ellis.info,2025-02-04,male,Male,West,Gold,Gold
C00364,adamsamy@weaver-sherman.info,2025-02-03,Female,Female,South,Silver,Silver
C00365,pgarcia@evans.info,2024-10-16,Male,Male,West,Silver,Silver
C00366,gonzalesvictoria@gmail.com,2024-09-25,FEMALE,Female,North,bronze,Bronze
C00367,imartin@gmail.com,2025-05-17,FEMALE,Female,North,Silver,Silver
C00368,hudsonamanda@ryan.com,2025-02-13,Female,Female,East,Silver,Silver
C00369,taylorkaren@yahoo.com,2025-06-27,Other,Other,West,bronze,Bronze
C00370,michelle22@thomas.com,2025-04-27,Female,Female,East,Gold,Gold
C00371,othomas@yahoo.com,2025-03-06,Other,Other,North,Silver,Silver
C00372,ohayes@gmail.com,2024-12-09,Other,Other,Central,Silver,Silver
C00373,shawn75@hotmail.com,2024-07-06,male,Male,Central, Gold ,Gold
C00374,sreid@horn-flynn.biz,2024-09-28,FEMALE,Female,North,Gold,Gold
C00375,troymorris@yahoo.com,2024-11-14,Other,Other,West,Silver,Silver
C00376,,2024-07-12,Female,Female,South,bronze,Bronze
C00377,scottsmith@harris-barker.com,2025-06-13,Female,Female,Central,bronze,Bronze
C00378,nancymcdowell@gmail.com,2025-03-17,Male,Male,South, Gold ,Gold
C00379,christopher20@yahoo.com,2025-03-05,male,Male,North,Gold,Gold
C00380,rubendavis@gmail.com,2024-07-06,male,Male,South,Gold,Gold
C00381,lmiller@stone.com,2024-07-09,Male,Male,South, Gold ,Gold
C00382,mcneilrobert@gmail.com,2025-01-07,Female,Female,East, Gold ,Gold
C00383,patrickcross@garcia.com,2024-08-28,Female,Female,North,Gold,Gold
C00384,darlenebyrd@gmail.com,2025-01-28,Female,Female,South,bronze,Bronze
C00385,scottbowen@goodman.info,2025-06-04,male,Male,South, Gold ,Gold
C00386,mosleydonald@lawrence.com,2024-12-19,Other,Other,East,Gold,Gold
C00387,johnnewman@gmail.com,2025-02-05,FEMALE,Female,North, Gold ,Gold
C00388,abbottdominique@yahoo.com,2024-09-23,male,Male,North, Gold ,Gold
C00389,dphillips@simpson.com,2025-01-16,FEMALE,Female,Central, Gold ,Gold
C00390,hatfieldsarah@hughes.biz,2024-11-24,FEMALE,Female,East,Silver,Silver
C00391,xbest@smith.com,2024-10-15,Other,Other,North,bronze,Bronze
C00392,livingstonstacy@hunter-fuller.net,2025-04-29,Female,Female,West,Gold,Gold
C00393,fmiles@hotmail.com,2025-01-30,FEMALE,Female,North,Gold,Gold
C00394,christopher18@mccann.net,2024-11-09,male,Male,Central, Gold ,Gold
C00395,collinssamuel@gmail.com,2024-07-28,male,Male,East,Gold,Gold
C00396,middletondarren@lynch.com,2024-08-21,male,Male,North, Gold ,Gold
C00397,jacquelinemartin@mills-logan.com,2024-09-08,Female,Female,North,Silver,Silver
C00398,karamarks@hotmail.com,2025-06-15,Other,Other,Central,bronze,Bronze
C00399,rogersruben@brown.com,2025-01-14,Male,Male,North,bronze,Bronze
C00400,brian92@yahoo.com,2024-09-05,male,Male,Central, Gold ,Gold
C00401,shannonemily@gmail.com,2024-10-02,male,Male,Central,bronze,Bronze
C00402,trevinoalexander@ruiz.com,2024-09-13,Female,Female,South,Silver,Silver
C00403,pwalker@moon-flores.com,2025-02-12,Female,Female,East,Silver,Silver
C00404,shawrachel@gmail.com,2024-09-30,male,Male,East,Gold,Gold
C00405,djones@ayala-collins.com,2025-02-05,Other,Other,West,Silver,Silver
C00406,woodkelly@yahoo.com,2025-04-19,Female,Female,North,Bronze,Bronze
C00407,frichardson@oconnor.com,2024-09-02,Female,Female,East,Gold,Gold
C00408,ijohnson@fields-steele.com,2024-11-13,Male,Male,East,bronze,Bronze
C00409,usweeney@garcia-moreno.com,2024-12-16,Female,Female,Central, Gold ,Gold
C00410,kaufmandouglas@yahoo.com,2024-08-11,Female,Female,North,Silver,Silver
C00411,phyllismeyer@huang.org,2024-08-12,male,Male,East,Gold,Gold
C00412,kjones@graham.com,2024-10-27,male,Male,South,Silver,Silver
C00413,sara65@yahoo.com,2024-12-28,FEMALE,Female,Central, Gold ,Gold
C00414,charlesharris@hotmail.com,2024-08-17,male,Male,South,Gold,Gold
C00415,martinsteven@martinez-howard.com,2024-12-28,FEMALE,Female,South,Gold,Gold
C00416,hbaker@gmail.com,2024-09-05,Female,Female,West,Gold,Gold
C00417,lewismelissa@gmail.com,2024-08-10,Female,Female,Central, Gold ,Gold
C00418,randy04@wilkins-thompson.biz,2025-06-02,male,Male,North,Gold,Gold
C00419,codygarcia@gmail.com,2024-08-22,FEMALE,Female,South,bronze,Bronze
C00420,greertoni@gonzalez.com,2025-03-29,male,Male,East,bronze,Bronze
C00421,samantha10@gonzalez.info,2025-05-16,FEMALE,Female,West, Gold ,Gold
C00422,steinmaria@martinez-dunlap.com,2024-09-09,Other,Other,North,Silver,Silver
C00423,ycrawford@hotmail.com,2024-12-18,Male,Male,East,bronze,Bronze
C00424,jason24@griffin-hernandez.org,2025-03-03,Other,Other,West,Silver,Silver
C00425,victor87@miller.com,2024-12-15,Male,Male,North,bronze,Bronze
C00426,crystalpham@mayo.com,2025-01-08,male,Male,East, Gold ,Gold
C00427,roberta85@yahoo.com,2024-10-19,,,South,Silver,Silver
C00428,floresjeffery@brown-frey.net,2024-11-21,Female,Female,North, Gold ,Gold
C00429,craigsandoval@ferguson-moody.com,2025-04-28,FEMALE,Female,Central,bronze,Bronze
C00430,lkelly@young.com,2025-06-25,Female,Female,East,Gold,Gold
C00431,stacey92@vaughan.info,2025-02-01,Female,Female,Central,Gold,Gold
C00432,tracydavis@gmail.com,2025-02-24,Female,Female,North,bronze,Bronze
C00433,foxaaron@harris.com,2024-07-29,Female,Female,Central,Silver,Silver
C00434,brendastark@mathis.com,2024-11-28,Male,Male,West, Gold ,Gold
C00435,rogersmarcus@gmail.com,2025-04-16,Male,Male,Central,Silver,Silver
C00436,lbanks@hotmail.com,2025-02-09,Female,Female,North,Gold,Gold
C00437,elizabetholsen@yahoo.com,2024-11-02,Other,Other,West,Silver,Silver
C00438,gregorysmith@hotmail.com,2025-02-13,Other,Other,Central, Gold ,Gold
C00439,whitelucas@hotmail.com,2024-09-29,Other,Other,North,bronze,Bronze
C00440,vtaylor@young.com,2025-03-10,Other,Other,North,Gold,Gold
C00441,sean43@steele.com,,FEMALE,Female,South,bronze,Bronze
C00442,williamssamuel@costa-wilkerson.info,2025-06-13,Male,Male,North,bronze,Bronze
C00443,amy17@hotmail.com,2025-03-15,Female,Female,West,Silver,Silver
C00444,shannonlloyd@phillips.com,2024-08-15,FEMALE,Female,West, Gold ,Gold
C00445,george62@jones.com,2025-02-21,male,Male,West,sllver,Sllver
C00446,reynoldsdesiree@hotmail.com,2025-06-16,Other,Other,West,Silver,Silver
C00447,brianrivera@gmail.com,2024-12-11,Female,Female,Central,Silver,Silver
C00448,kenneth10@yahoo.com,2025-02-13,Female,Female,South,Silver,Silver
C00449,briansmith@gmail.com,2024-10-28,FEMALE,Female,East,Silver,Silver
C00450,collinclark@hotmail.com,2024-10-27,Female,Female,East, Gold ,Gold
C00451,tanthony@ruiz-jacobson.com,2024-08-10,FEMALE,Female,North, Gold ,Gold
C00452,nathanjames@gmail.com,2024-12-26,Female,Female,West,bronze,Bronze
C00453,scott43@elliott-hernandez.com,2024-08-08,male,Male,West,Silver,Silver
C00454,larellano@gmail.com,2025-02-05,Female,Female,South,Gold,Gold
C00455,acardenas@mcdaniel.com,2025-01-06,Male,Male,South,Silver,Silver
C00456,fostermelissa@gmail.com,2025-01-16,male,Male,East,bronze,Bronze
C00457,averyshane@stanton.com,2024-07-22,Female,Female,South, Gold ,Gold
C00458,mcneilryan@hotmail.com,2024-09-01,Other,Other,North,Gold,Gold
C00459,renee11@yahoo.com,2025-02-07,Female,Female,North, Gold ,Gold
C00460,melissa87@gmail.com,2025-05-07,Other,Other,West,Gold,Gold
C00461,perryeddie@hotmail.com,2025-02-17,Female,Female,South,Silver,Silver
C00462,hartcraig@dillon-beard.biz,2024-10-16,Other,Other,West, Gold ,Gold
C00463,earmstrong@gmail.com,2024-09-10,Other,Other,West,bronze,Bronze
C00464,mthomas@hotmail.com,2025-04-01,Male,Male,Central,Gold,Gold
C00465,fosternatasha@hotmail.com,2024-10-06,FEMALE,Female,Central,Gold,Gold
C00466,xmccall@morgan.com,2024-10-22,Male,Male,North,Gold,Gold
C00467,comptonjeremy@yahoo.com,2025-04-20,Other,Other,North,Gold,Gold
C00468,joseph69@hotmail.com,2024-08-09,Female,Female,North,Gold,Gold
C00469,alewis@washington.com,2025-01-22,Female,Female,North,Silver,Silver
C00470,,2024-07-17,Female,Female,North,Silver,Silver
C00471,nancygonzalez@wright.com,2025-06-27,Male,Male,Central,Silver,Silver
C00472,joshuacolon@hotmail.com,2024-12-07,Male,Male,South,Silver,Silver
C00473,allentracy@thompson-harrell.org,2025-02-05,male,Male,North,bronze,Bronze
C00474,frank41@yahoo.com,2024-07-16,Female,Female,East,bronze,Bronze
C00475,martinashley@gmail.com,2025-06-03,FEMALE,Female,North,bronze,Bronze
C00476,ericaadams@palmer-hancock.com,2025-01-06,Female,Female,East,bronze,Bronze
C00477,carolynsmith@franklin-hahn.com,2024-12-17,Male,Male,West,bronze,Bronze
C00478,stephen37@yahoo.com,2025-03-25,Female,Female,South,Gold,Gold
C00479,smithyvonne@yahoo.com,2025-02-09,male,Male,South, Gold ,Gold
C00480,gabrielle71@yahoo.com,2024-10-21,Other,Other,Central,Silver,Silver
C00481,jose43@gmail.com,2025-01-22,Female,Female,North,Gold,Gold
C00482,trujilloleah@powell.com,2025-03-17,Male,Male,West,Gold,Gold
C00483,jordan66@yahoo.com,2025-04-18,Female,Female,East,Gold,Gold
C00484,matthewreeves@nichols.com,2025-01-19,male,Male,North, Gold ,Gold
C00485,marywalter@gmail.com,2024-10-28,male,Male,South,bronze,Bronze
C00486,qanderson@stokes.com,2025-03-17,Male,Male,East,Gold,Gold
C00487,michaelgarner@fisher-eaton.com,2024-10-15,FEMALE,Female,North, Gold ,Gold
C00488,eyork@gmail.com,2025-06-07,Male,Male,North,Silver,Silver
C00489,gpreston@dillon.net,2024-10-29,Female,Female,West,bronze,Bronze
C00490,pittsedward@gmail.com,2024-11-16,male,Male,North,Silver,Silver
C00491,tthomas@gmail.com,2025-05-04,Other,Other,Central, Gold ,Gold
C00492,lcook@walters-smith.com,2024-09-25,Male,Male,Central, Gold ,Gold
C00493,tracygallagher@anderson.biz,2024-12-09,FEMALE,Female,South, Gold ,Gold
C00494,creyes@hotmail.com,2024-09-21,FEMALE,Female,North,Gold,Gold
C00495,mcclainkatherine@hotmail.com,2024-09-18,male,Male,Central,Gold,Gold
C00496,simsjohn@wiley.net,2025-02-19,Female,Female,Central,Gold,Gold
C00497,cameronwilliams@yahoo.com,2024-12-30,,,West,Gold,Gold
C00498,ibarron@yahoo.com,2025-06-21,male,Male,South,Silver,Silver
C00499,karen26@gmail.com,2024-10-02,Female,Female,North, Gold ,Gold
C00500,jasonjohnson@jackson.com,2024-11-28,Male,Male,North, Gold ,Gold
